headline,date,document_type,type_of_material,section_name,keywords,snippet,source,lead_paragraph
"Once Teeming Ellis Island, Bleak and Crumbling, Is Now the Home of a Lone Black Dog; GHOST OF HISTORY FILLS ELLIS ISLAND; 10 Years' Dust Now Covers the Symbols of Entrance of 16 Million to U.S.; DOG GUARDS BUILDINGS; Doberman Pinscher Is Only Full‐Time Resident—Gets Human Help During Day",1964-07-16,article,Archives,Archives,[],island described; illus,The New York Times,“This do in remembrance of Me” adjures a carved wooden altar covered with 10 years of dust in a debris‐ridden room at Ellis Island.
"News of Dogs; Butch: A Model Dog With a Split Personality; Samoyd ‘Wild Man Indoors, Gentleman Oatdoore’; Mitchell Says Breed Can Be Trained to Hunt",1964-05-03,article,Archives,Archives,[],,The New York Times,"A SURE way to offend a Samoyed owner is to ask him about his “Spitz.” It happens frequently, says Jan Mitchell of New York, who owns one, despite the fact that the Samoyed ranks 32d in American Kennel Club registrations and has been bred in this country for the past 60 years."
"News of Dogs; Dog Clubs Help Owners to Teach Pets to Obey; Great Barrington, Mass., Group Has Been Active in Field Since 1937",1964-08-23,article,Archives,Archives,[],,The New York Times,"Too many people who have pets allow them to become pests. Then they find themselves apologizing for the pests' behavior. Most dog clubs ,and many communities are striying to help those harried owners by conducting obedience training classes."
Courtenay Fleetfoot Takes Best in Show at Philadelphia; PENNYWORTH DOG GETS 28TH AWARD; 4‐Year‐Old Whippet Chosen by Stoecker in Final—Forsyth Is Handler,1964-12-06,article,Archives,Archives,[],,The New York Times,"PHILADELPHIA, Dec. 5 —Ch. Courtenay Fleetfoot of Pennyworth, the whippet that is this year's most successful show dog, made eyery one of his feathery strides a winning one in three appearances before three separate judges to become the main winner of the Kennel Club of Philadelphia dog show tonight."
News of Dogs; The Barkless Dog's Praises Are Sung English Model Says Basenji Is Quiet in Work Rooms; Congo Breed Called Clean and Easy to Have Around,1964-10-29,article,Archives,Archives,[],,The New York Times,"A HIGH‐FASHION model from Kingswood, Surrey, England—Mrs. Jayne Wilson Stringer—was led into becoming a leading adherent of the basenji breed through her job. She left for home last week after devoting a month to studying the barkless dog of the Congo in this country."
Ski Enthusiasts Going Underground ... by IRT; Van Cortlandt Park Is Destination of Nonstop Train; St. Bernard Dog Is Aboard as Group Tries New Lift,1964-01-19,article,Archives,Archives,[],,The New York Times,Fifty skiers left Times Square yesterday morning in a conveyance that may make chair lifts obsolete—a subway car. They were bound for Van Cortlandt Park's ski area in a special non‐stop IRT train.
"News of Dogs; Gamekeeper's Night Dog Regains Stature; Bullmastiff Fanciers Seeking to Improve Blood Lines in U.S.; A .K.C. Registrations Move Up, Reflecting Drive  by  Club",1964-08-27,article,Archives,Archives,[],,The New York Times,"THE bullmastiff is a comparatively new breed. It wasn't registered by the English Kennel Club until 1925 and by the American Kennel Club until 1933. After a brief flurry of popularity, the breed began to fall back and it remained in the doldrums. In the earlier fifties, Bob Lee Twitty made a determined effort to bring the breed to the fore. He imported some top dogs from Eng land and brought over the British bullmastiff authority, Cyril Leeke, so other breeders would have the advantage of his knowledge. But it proved of little avail."
"Parka Captures Longfellow Handicap at Monmouth for Second Year in Row; FAVORITE SCORES BY NOSE ON GRASS; Western Warrior Second to Parka as Red Dog Runs Third in $22,625 Race",1964-06-28,article,Archives,Archives,[],,The New York Times,"OCEANPORT, N. J., June 27 —With a tremendous surge in the closing yards, Pelican Stable's Parka scored his second straight victory in the $22,625 Longfellow Handicap before 24,374 sweltering patrons at Monmouth Park today."
Ch. Dunbar Hill's Desperado Captures Top Award at Providence Dog Show; HOWELL SELECTS COCKER SPANIEL; Best in Show Is First for Winner—48th Staging Draws Record Entry,1964-03-08,article,Archives,Archives,[],,The New York Times,"PROVIDENCE, R.I., March 7 —A black and tan cocker spaniel, Ch. Dunbar Hill's Desperado, was the surprise winner of the best‐in‐show award tonight in the 48th annual Providence County Kennel Club event."
"Touch N’Go Captures Futurity Stake at 47th National Spaniel Specialty; BLACK PUPPY WINS IN A FIELD OF 84; Touch N'Go, a Cocker From Dayton, Named by Taylor —Fraser Dog Scores",1964-01-05,article,Archives,Archives,[],,The New York Times,"Tucky Ho Touch N'Go, a black cocker spaniel owned by Mrs. John Figley of Dayton, Ohio, entered big‐time show competition for the first time yesterday and gained one of the cherished prizes available to young dogs."
"Ch. Biggs' Snow Prince, Buff Cocker Spaniel, Bestin 35th Hartford Show; WHIPPET IS UPSET IN 1,176-DOG FIELD; Courtenay Fleetfoot, Victor In Westminster Fixture, Bows in Final Judging",1964-02-16,article,Archives,Archives,[],,The New York Times,"HARTFORD, Feb. 15 — Ch. Biggs' Snow Prince, a brilliant 2½‐year‐old buff‐colored cocker spaniel belonging to Mrs. H. Terrell Van Ingen of Greenwich, Conn., was cast in the role of giant killer tonight."
"Scottish Terrier Wins Best in Show at Teaneck for Jersey Weekend Double; FANFARE CHOSEN IN ENTRY OF 1,154; Stalters' Dog Repeats Her Paterson Triumph to Gain Top Prize for 13th Time",1964-03-23,article,Archives,Archives,[],,The New York Times,"TEANECK, N. J., March 22 —Ch. Carmichael's Fanfare, the Scottish terrier belonging to Mr. and Mrs. Charles C. Stalter of Woodcliff Lake, N. J., completed a perfect dog show weekend tonight. She added best in show at the event of the Kennel Club of Northern New Jersey to the one she took at Paterson yesterday."
Pool Forge Kennels Wins Three Blues on First Day of Maryland Fixture; CHANGES PLANNED IN SHOW'S FORMAT; Baltimore Dog Show to End 2‐Day Program and Give Up January Date,1964-01-26,article,Archives,Archives,[],,The New York Times,"BALTIMORE, Jan. 25—The Pool Forge Kennels of Churchtown, Pa., won blue ribbons in three terrier breeds as the 51st annual dog show of the Maryland Kennel Club opened today with a relatively small entry of 611 dogs."
"For the Power‐Hungry, a Dog's Death Waited; DEATH AS A WAY OF LIFE.. By Francisco Ayala. Translated by Joan MacLean from the Spanish, “Muer­tes de Petro.” 218 pp. New York: The Macmillan Company. $4.95.",1964-05-24,article,Archives,Archives,[],,The New York Times,"IN this somber, grotesque and caustically lucid novel, human life could not possibly be less worth living. The setting is an unidentified Central American republic ruled despotically by President Anton Bocanegra and his First Lady, the lewd and scheming Dona Concha. From the beginning of the story, every character, with the exception of the narrator, Luis Pinedo, has died a dog's death (hence the original title of the work, “Muertes de Perro”)."
Dunkeldorf's Falcon Forester Is Named Best Dachshund at Specialty Show; JERSEY DOG TOPS 246 ENTRIES HERE; Stalters' 17‐Month‐Old Red Earns Title of Champion in His 10th Show,1964-02-10,article,Archives,Archives,[],,The New York Times,"Mr. and Mrs. Charles C. Stalter of Woodcliff Lake, N. J., long have been known for their top‐winning Scottish and Sealyham terriers. But now their names are going to be associated with still another breed‐dachshunds."
"Making a Dog Stay Put Is Part of the Obedience Test in Bronx Show; Fleetfoot Named Best In Show For 21st Time; WHIPPET SCORES AT BRONX EVENT; Ch. Courtenay Fleetfoot of Pennyworth Triumphs in Field of 1,304 Dogs",1964-12-21,article,Archives,Archives,[],,The New York Times,The dog show year came to an end last night with a remarkably large Bronx County Kennel Club event in the Kingsbridge Armory. Perhaps it was fitting that the main winner was 1964's foremost campaigner.
Doghouse,1964-05-15,article,Archives,Archives,[],,The New York Times,"Dog lovers everywhere—including a noted one in Washington, D. C.—will doubtless applaud Judge Maurice Wahl, who ruled in Civil Court that an elderly couple could not be evicted from a cooperative housing project because, in defiance of a “no animals” clause in their lease, they kept their 11‐year‐old dachshund Susan with them. The mere harboring of the dog is not a basis for eviction without a showing that the dog is a nuisance to the landlord or to other tenants, the court held."
"News of Dogs; Boxer's Brunch, Tomato Smash: Choice Recipes for Old Rover",1964-08-13,article,Archives,Archives,[],,The New York Times,"RESEARCH shows the annual food bill for pets is $350 million. With the dog population in America increasing more than twice as fast as the human population, the food bill is going to continue to rise. So a book about what to feed Rover takes on added significance: Martin A. Gardner in “The Secret of Cooking for Dogs” (Doubleday, $3.50) writes for the owner who wants to supplement the prepared commercial dog foods with his own cooking or prefers to prepare all of his pet's meals."
"Judge Tarns Counsel, Loses Case for Wife",1964-10-22,article,Archives,Archives,"['Dogs', 'Legal Profession']","Fed Judge W F Smith acts as wife's atty in dog-control ordinance case, New Brunswick; loses case",The New York Times,"NEW BRUNSWICK, N. J., Oct. 21—A Federal Appeals Court judge who has been on the bench for 32 of his 60 years, defended his wife yesterday against a charge of violating a city dog‐control ordinance. But he failed to impress a young magistrate and lost his case."
Pet‐Lovers Press Fight On Ban in City Housing,1964-01-25,article,Archives,Archives,[],,The New York Times,The cat and dog lobby will soon be pressing state legislators to support a bill that would compel the Housing Authority to remove its ban on pets in public housing. The bill would allow a cat or a dog in each project apartment in the city.
WILKES‐BARRE PRIZE CAPTURED BY POODLE,1964-11-01,article,Archives,Archives,[],,The New York Times,"WILKES‐BARRE, Pa., Oct. 31—The 19th annual dog show of the Black Mountain Kennel Club was won by a 1‐year‐old black miniature poodle, Dunwalke Sweet William, owned by Danwalke Kennels of Far Hills, N. J., and handled by Ann Rogers Clark."
News of Dogs; Obedience Classes Are for Owners As Well as Dogs,1964-09-13,article,Archives,Archives,[],,The New York Times,"FOR dog owners who are having problems with their pets, or who want to avoid problems, now is the time to take steps. Obedience training classes are getting under way. Dogs are taught to heel, come, sit, stand and stay on command."
Letters to The Times; Pet Ban in Lease Upheld,1964-05-22,article,Archives,Archives,[],,The New York Times,Dog lovers should be extremely pleased over Judge Wahl's decision allowing a tenant in a cooperative apartment to keep a dog. But lovers of the law should be sad.
Falco of Thunder Rock Takes German Shepherd Club Award,1964-05-03,article,Archives,Archives,[],,The New York Times,"EAST MEADOW, L. I., May 2—Falco of Thunder Rook, a red and black dog owned by Antonio Maurizio of Brooklyn, won best of show today at the German Shepherd Dog Club of Long Island's 16th annual show at the Nassau County Park here."
